image_path,label
/content/drive/MyDrive/faceforensics_benchmark_images/0146.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0147.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0148.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0149.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0150.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0151.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0152.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0153.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0154.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0155.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0156.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0157.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0158.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0159.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0160.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0161.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0162.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0163.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0164.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0165.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0166.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0167.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0168.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0169.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0170.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0171.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0172.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0173.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0174.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0175.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0176.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0177.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0178.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0179.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0180.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0181.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0182.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0183.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0184.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0185.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0186.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0187.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0188.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0189.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0190.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0191.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0192.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0193.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0194.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0195.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0196.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0197.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0198.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0199.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0200.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0201.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0202.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0203.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0204.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0205.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0206.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0207.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0208.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0209.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0210.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0211.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0212.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0213.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0214.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0215.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0216.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0217.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0218.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0219.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0220.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0221.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0222.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0223.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0224.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0225.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0226.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0227.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0228.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0229.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0230.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0231.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0232.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0233.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0234.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0235.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0236.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0237.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0238.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0239.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0240.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0241.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0242.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0243.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0244.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0245.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0246.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0247.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0248.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0249.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0250.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0251.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0252.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0253.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0254.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0255.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0256.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0257.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0258.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0259.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0260.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0261.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0262.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0263.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0264.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0265.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0266.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0267.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0268.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0269.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0270.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0271.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0272.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0273.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0274.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0275.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0276.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0277.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0278.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0279.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0280.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0281.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0282.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0283.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0284.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0285.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0286.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0287.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0288.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0289.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0290.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0291.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0292.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0293.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0294.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0295.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0296.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0297.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0298.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0299.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0300.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0301.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0302.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0303.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0304.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0305.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0306.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0307.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0308.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0309.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0310.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0311.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0312.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0313.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0314.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0315.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0316.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0317.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0318.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0319.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0320.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0321.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0322.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0323.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0324.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0325.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0326.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0327.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0328.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0329.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0330.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0331.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0332.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0333.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0334.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0335.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0336.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0337.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0338.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0339.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0340.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0341.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0342.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0343.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0344.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0345.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0346.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0347.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0348.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0349.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0350.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0351.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0352.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0353.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0354.png,0
/content/drive/MyDrive/faceforensics_benchmark_images/0355.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0356.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0357.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0358.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0359.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0360.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0361.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0362.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0363.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0364.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0365.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0366.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0367.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0368.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0369.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0370.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0371.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0372.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0373.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0374.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0375.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0376.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0377.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0378.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0379.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0380.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0381.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0382.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0383.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0384.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0385.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0386.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0387.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0388.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0389.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0390.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0391.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0392.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0393.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0394.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0395.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0396.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0397.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0398.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0399.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0400.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0401.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0402.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0403.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0404.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0405.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0406.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0407.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0408.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0409.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0410.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0411.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0412.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0413.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0414.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0415.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0416.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0417.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0418.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0419.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0420.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0421.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0422.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0423.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0424.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0425.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0426.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0427.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0428.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0429.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0430.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0431.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0432.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0433.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0434.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0435.png,1
/content/drive/MyDrive/faceforensics_benchmark_images/0436.png,1
